word,POS,NEG,value,prop
친숙,1.0,0.0,POS,1.0
친하,1.0,0.0,POS,1.0
침략,0.0,1.0,NEG,1.0
칭찬,0.0,1.0,NEG,1.0
카드,1.0,0.0,POS,1.0
카메라,1.0,0.0,POS,1.0
칼날,0.0,1.0,NEG,1.0
캄캄,1.0,0.0,POS,1.0
캐릭터,1.0,0.0,POS,1.0
커다랗,0.666666667,0.333333333,POS,0.666666667
컴플렉스,0.0,1.0,NEG,1.0
콜럼버스,0.0,1.0,NEG,1.0
콩,0.0,0.0,NEUT,1.0
쿠데타,0.0,1.0,NEG,1.0
큐브,1.0,0.0,POS,1.0
크,0.448275862,0.482758621,NEG,0.482758621
크림,1.0,0.0,POS,1.0
큼직,1.0,0.0,POS,1.0
키우,1.0,0.0,POS,1.0
키히카,0.0,1.0,NEG,1.0
타,1.0,0.0,POS,1.0
타개,1.0,0.0,POS,1.0
타고나,0.0,1.0,NEG,1.0
타당,1.0,0.0,POS,1.0
타락,0.0,1.0,NEG,1.0
타의,1.0,0.0,POS,1.0
타협,1.0,0.0,POS,1.0
탁월,1.0,0.0,POS,1.0
탄로,0.0,1.0,NEG,1.0
탄생,1.0,0.0,POS,1.0
탈피,1.0,0.0,POS,1.0
탐구,1.0,0.0,POS,1.0
탐방,1.0,0.0,POS,1.0
탓,0.0,0.333333333,None,0.666666667
탕감,1.0,0.0,POS,1.0
태극기,0.5,0.5,NEG,0.5
태도,1.0,0.0,POS,1.0
태세,1.0,0.0,POS,1.0
태익,1.0,0.0,POS,1.0
택하,1.0,0.0,POS,1.0
터,0.0,0.0,None,1.0
터무니,0.0,1.0,NEG,1.0
터번,1.0,0.0,POS,1.0
턱,0.0,1.0,NEG,1.0
털,1.0,0.0,POS,1.0
테러,0.0,1.0,NEG,1.0
텍스트,1.0,0.0,POS,1.0
토끼,1.0,0.0,POS,1.0
토론,0.5,0.0,COMP,0.5
토인비,0.0,0.0,NEUT,1.0
토하,0.0,0.333333333,NEUT,0.666666667
통곡,0.0,1.0,NEG,1.0
통로,1.0,0.0,POS,1.0
통속,0.0,0.0,NEUT,1.0
통제,0.0,1.0,NEG,1.0
통증,0.0,0.0,NEUT,1.0
통찰,1.0,0.0,POS,1.0
통찰력,1.0,0.0,POS,1.0
통첩,0.0,1.0,NEG,1.0
통하,0.0,1.0,NEG,1.0
통화,1.0,0.0,POS,1.0
퇴보,0.0,1.0,NEG,1.0
퇴색,0.0,1.0,NEG,1.0
퇴조,0.0,1.0,NEG,1.0
퇴폐,0.0,1.0,NEG,1.0
투게더,1.0,0.0,POS,1.0
투사,0.0,1.0,NEG,1.0
투성이,0.0,0.5,NEG,0.5
투쟁,0.0,1.0,NEG,1.0
튀,0.5,0.5,NEG,0.5
튀어나오,0.0,1.0,NEG,1.0
특급,1.0,0.0,POS,1.0
특성,1.0,0.0,POS,1.0
특수,1.0,0.0,POS,1.0
특유,1.0,0.0,POS,1.0
특이,1.0,0.0,POS,1.0
특집,1.0,0.0,POS,1.0
특징,1.0,0.0,POS,1.0
특출,0.0,1.0,NEG,1.0
특허,0.0,1.0,NEG,1.0
특히,0.1,0.1,None,0.75
틀,1.0,0.0,POS,1.0
틈바구니,0.0,1.0,NEG,1.0
파격,1.0,0.0,POS,1.0
파고들,1.0,0.0,POS,1.0
파괴,0.0,1.0,NEG,1.0
파멸,0.0,1.0,NEG,1.0
파문,0.0,1.0,NEG,1.0
파스텔,0.0,1.0,NEG,1.0
파악,0.0,1.0,NEG,1.0
파열,0.0,1.0,NEG,1.0
판,0.666666667,0.333333333,POS,0.666666667
판단,0.0,0.333333333,NEUT,0.666666667
판매,1.0,0.0,POS,1.0
판매량,1.0,0.0,POS,1.0
판명,1.0,0.0,POS,1.0
판정,0.0,1.0,NEG,1.0
팔,0.333333333,0.666666667,NEG,0.666666667
팔리,0.5,0.5,NEG,0.5
패,0.0,1.0,NEG,1.0
퍼먹,0.0,1.0,NEG,1.0
퍼지,1.0,0.0,POS,1.0
펄펄,1.0,0.0,POS,1.0
페놀,0.0,1.0,NEG,1.0
편,0.666666667,0.0,POS,0.666666667
편견,0.333333333,0.666666667,NEG,0.666666667
편리,1.0,0.0,POS,1.0
편모,0.0,1.0,NEG,1.0
편안,0.666666667,0.0,POS,0.666666667
편중,0.0,0.0,NEUT,1.0
편차,0.0,1.0,NEG,1.0
편파,0.0,1.0,NEG,1.0
편하,1.0,0.0,POS,1.0
편향,0.0,1.0,NEG,1.0
펼치,1.0,0.0,POS,1.0
평가,0.5,0.125,POS,0.5
평등,1.0,0.0,POS,1.0
평론가,1.0,0.0,POS,1.0
평범,0.0,0.0,NEUT,1.0
평하,1.0,0.0,POS,1.0
평화,1.0,0.0,POS,1.0
폐단,0.0,1.0,NEG,1.0
폐렴,0.5,0.5,NEG,0.5
폐지,0.333333333,0.666666667,NEG,0.666666667
포기,0.0,1.0,NEG,1.0
포도주,1.0,0.0,POS,1.0
포장,0.125,0.875,NEG,0.875
폭,1.0,0.0,POS,1.0
폭넓,1.0,0.0,POS,1.0
폭력,0.0,1.0,NEG,1.0
폭발,1.0,0.0,POS,1.0
폭행,0.0,1.0,NEG,1.0
표상,0.0,1.0,NEG,1.0
표시,0.0,1.0,NEG,1.0
표어,1.0,0.0,POS,1.0
표창,1.0,0.0,POS,1.0
푸,0.0,1.0,NEG,1.0
푹,1.0,0.0,POS,1.0
푼수,0.0,1.0,NEG,1.0
풀,1.0,0.0,POS,1.0
풀려나,1.0,0.0,POS,1.0
풀리,0.5,0.5,NEG,0.5
풀벌레,1.0,0.0,POS,1.0
풀어지,1.0,0.0,POS,1.0
풀이,0.0,1.0,NEG,1.0
풀타임,1.0,0.0,POS,1.0
품질,1.0,0.0,POS,1.0
풋풋,1.0,0.0,POS,1.0
풍,1.0,0.0,POS,1.0
풍경,1.0,0.0,POS,1.0
풍물,1.0,0.0,POS,1.0
풍성,1.0,0.0,POS,1.0
풍요,1.0,0.0,POS,1.0
프랑스,1.0,0.0,POS,1.0
프로,1.0,0.0,POS,1.0
프로이트,0.0,1.0,NEG,1.0
프로젝트,0.0,1.0,NEG,1.0
피,0.0,1.0,NEG,1.0
피부,1.0,0.0,POS,1.0
피서,1.0,0.0,POS,1.0
피식,1.0,0.0,POS,1.0
피어나,1.0,0.0,POS,1.0
피우,0.666666667,0.333333333,POS,0.666666667
피하,1.0,0.0,POS,1.0
피해,0.0,1.0,NEG,1.0
피해자,0.0,1.0,NEG,1.0
필기,0.0,1.0,NEG,1.0
필수,1.0,0.0,POS,1.0
필연,1.0,0.0,POS,1.0
필요,0.6521739129999999,0.260869565,POS,0.6521739129999999
핍박,0.0,1.0,NEG,1.0
하,0.5,0.25,POS,0.5
하고,0.0,1.0,NEG,1.0
하나,0.7142857140000001,0.14285714300000002,POS,0.7142857140000001
하늘,0.2,0.6,NEG,0.6
하루,0.0,0.0,COMP,0.5
하루빨리,1.0,0.0,POS,1.0
하이라이트,1.0,0.0,POS,1.0
하지만,0.1,0.1,None,0.8
하향세,0.0,1.0,NEG,1.0
학년,0.0,1.0,NEG,1.0
학대,0.0,1.0,NEG,1.0
학생,0.0,1.0,NEG,1.0
학술,1.0,0.0,POS,1.0
학습,1.0,0.0,POS,1.0
학원,1.0,0.0,POS,1.0
한,0.0,1.0,NEG,1.0
한가,1.0,0.0,POS,1.0
한가로이,1.0,0.0,POS,1.0
한가지,0.0,1.0,NEG,1.0
한결같이,1.0,0.0,POS,1.0
한계,0.0,1.0,NEG,1.0
한과,1.0,0.0,POS,1.0
한국,0.75,0.0,POS,0.75
한달음,1.0,0.0,POS,1.0
한데,1.0,0.0,POS,1.0
한마디,0.0,0.0,COMP,1.0
한문학,0.0,1.0,NEG,1.0
한민족,1.0,0.0,POS,1.0
한술,0.0,1.0,NEG,1.0
한숨짓,0.0,1.0,NEG,1.0
한자,0.5,0.5,NEG,0.5
한창,0.0,1.0,NEG,1.0
한층,1.0,0.0,POS,1.0
한탄,0.0,1.0,NEG,1.0
한판,0.5,0.0,NEUT,0.5
한편,0.0,0.0,None,1.0
할리우드,0.0,1.0,NEG,1.0
함께,0.6,0.2,POS,0.6
함성,1.0,0.0,POS,1.0
함정,0.0,1.0,NEG,1.0
합의,1.0,0.0,POS,1.0
항균,1.0,0.0,POS,1.0
항상,1.0,0.0,POS,1.0
항생,1.0,0.0,POS,1.0
해,0.0,0.0,NEUT,1.0
해결,1.0,0.0,POS,1.0
해독,0.0,1.0,NEG,1.0
해명,0.0,0.0,NEUT,1.0
해방,0.0,1.0,NEG,1.0
해방감,1.0,0.0,POS,1.0
해보,0.0,0.0,NEUT,0.5
해석,0.0,0.0,COMP,1.0
해소,1.0,0.0,POS,1.0
해외,0.5,0.0,NEUT,0.5
해이,0.0,1.0,NEG,1.0
해저,1.0,0.0,POS,1.0
해적,0.0,1.0,NEG,1.0
해피,1.0,0.0,POS,1.0
해학,1.0,0.0,POS,1.0
핵심,0.0,1.0,NEG,1.0
햇곡식,1.0,0.0,POS,1.0
햇살,1.0,0.0,POS,1.0
행각,0.0,1.0,NEG,1.0
행동,0.0,1.0,NEG,1.0
행복,0.666666667,0.333333333,POS,0.666666667
행사,0.8,0.2,POS,0.8
행세,0.0,1.0,NEG,1.0
행위,0.0,1.0,NEG,1.0
행정,1.0,0.0,POS,1.0
행태,0.0,1.0,NEG,1.0
향기,1.0,0.0,POS,1.0
향상,1.0,0.0,POS,1.0
향하,1.0,0.0,POS,1.0
허구,1.0,0.0,POS,1.0
허다,0.0,1.0,NEG,1.0
허둥대,0.0,1.0,NEG,1.0
허리,0.0,1.0,NEG,1.0
허물,1.0,0.0,POS,1.0
허우적거리,0.0,1.0,NEG,1.0
허위,0.0,1.0,NEG,1.0
허위의식,0.0,1.0,NEG,1.0
허점,0.0,1.0,NEG,1.0
헤아리,0.0,1.0,NEG,1.0
혀,0.0,1.0,NEG,1.0
현대,1.0,0.0,POS,1.0
현란,0.0,1.0,NEG,1.0
현실,0.5,0.4,POS,0.5
현악,1.0,0.0,POS,1.0
현재,0.5,0.5,NEG,0.5
혈액,0.0,1.0,NEG,1.0
혐의,0.0,0.833333333,NEG,0.833333333
협력,1.0,0.0,POS,1.0
협박,0.5,0.5,NEG,0.5
협심증,0.0,0.0,NEUT,1.0
협의,0.333333333,0.333333333,COMP,0.333333333
협조자,1.0,0.0,POS,1.0
형,1.0,0.0,POS,1.0
형식,0.666666667,0.333333333,POS,0.666666667
형제,1.0,0.0,POS,1.0
형제애,1.0,0.0,POS,1.0
형태,0.0,1.0,NEG,1.0
형편,0.0,1.0,NEG,1.0
호,1.0,0.0,POS,1.0
호감,1.0,0.0,POS,1.0
호기심,1.0,0.0,POS,1.0
호박,1.0,0.0,POS,1.0
호박고지,1.0,0.0,POS,1.0
호소,0.5,0.5,NEG,0.5
호응,0.5,0.5,NEG,0.5
호전,0.0,1.0,NEG,1.0
호텔,0.0,0.0,NEUT,1.0
호흡,0.0,0.0,NEUT,1.0
혹시,0.5,0.5,NEG,0.5
혹은,1.0,0.0,POS,1.0
혼,0.5,0.5,NEG,0.5
혼나,0.0,1.0,NEG,1.0
혼란,0.0,1.0,NEG,1.0
혼자,0.0,1.0,NEG,1.0
홀가분,1.0,0.0,POS,1.0
홀아비,0.0,1.0,NEG,1.0
홍보,0.0,1.0,NEG,1.0
홍역,0.0,1.0,NEG,1.0
화,0.56,0.4,POS,0.56
화급,1.0,0.0,POS,1.0
화려,1.0,0.0,POS,1.0
화상,0.0,1.0,NEG,1.0
화장실,0.0,0.0,NEUT,1.0
화장품,1.0,0.0,POS,1.0
화재,0.0,1.0,NEG,1.0
화제,1.0,0.0,POS,1.0
화합,1.0,0.0,POS,1.0
확대,1.0,0.0,POS,1.0
확보,1.0,0.0,POS,1.0
확산,1.0,0.0,POS,1.0
확신,1.0,0.0,POS,1.0
확실,0.5,0.5,NEG,0.5
확실히,0.0,1.0,NEG,1.0
확인,0.2,0.8,NEG,0.8
환경,0.0,1.0,NEG,1.0
환골탈태,1.0,0.0,POS,1.0
환불,0.0,1.0,NEG,1.0
환상,0.75,0.0,POS,0.75
환영,1.0,0.0,POS,1.0
환자,0.0,1.0,NEG,1.0
환하,1.0,0.0,POS,1.0
환호,1.0,0.0,POS,1.0
환희,1.0,0.0,POS,1.0
활기,1.0,0.0,POS,1.0
활달,1.0,0.0,POS,1.0
활동,1.0,0.0,POS,1.0
활발,1.0,0.0,POS,1.0
활성,0.75,0.25,POS,0.75
활용,1.0,0.0,POS,1.0
활짝,1.0,0.0,POS,1.0
황금기,1.0,0.0,POS,1.0
황당,0.0,1.0,NEG,1.0
황폐,0.0,1.0,NEG,1.0
황홀,1.0,0.0,POS,1.0
회,1.0,0.0,POS,1.0
회귀,1.0,0.0,POS,1.0
회생,0.0,1.0,NEG,1.0
회피,0.0,1.0,NEG,1.0
회화,1.0,0.0,POS,1.0
획일,0.5,0.5,NEG,0.5
횡설수설,0.0,1.0,NEG,1.0
횡행,0.0,1.0,NEG,1.0
효과,1.0,0.0,POS,1.0
효도,1.0,0.0,POS,1.0
효율,0.666666667,0.333333333,POS,0.666666667
후,0.5,0.5,NEG,0.5
훈훈,1.0,0.0,POS,1.0
훌륭,1.0,0.0,POS,1.0
훌륭히,0.0,1.0,NEG,1.0
훌쩍,1.0,0.0,POS,1.0
훤히,1.0,0.0,POS,1.0
훨씬,0.666666667,0.333333333,POS,0.666666667
휩싸이,0.0,1.0,NEG,1.0
휴식,0.0,1.0,NEG,1.0
흉내,0.666666667,0.333333333,POS,0.666666667
흐르,0.2,0.8,NEG,0.8
흐름,0.0,0.0,COMP,1.0
흑인,1.0,0.0,POS,1.0
흔들,0.0,1.0,NEG,1.0
흔들리,0.0,1.0,NEG,1.0
흔하,0.0,1.0,NEG,1.0
흔히,0.333333333,0.0,NEUT,0.333333333
흘러가,0.0,1.0,NEG,1.0
흘려주,1.0,0.0,POS,1.0
흘리,0.0,1.0,NEG,1.0
흙탕물,0.0,1.0,NEG,1.0
흠모,1.0,0.0,POS,1.0
흡수,1.0,0.0,POS,1.0
흥겹,1.0,0.0,POS,1.0
흥미,1.0,0.0,POS,1.0
흥미진진,1.0,0.0,POS,1.0
흥취,1.0,0.0,POS,1.0
흥하,1.0,0.0,POS,1.0
흥행,1.0,0.0,POS,1.0
희극,0.5,0.5,NEG,0.5
희망,1.0,0.0,POS,1.0
희박,0.0,1.0,NEG,1.0
희생,1.0,0.0,POS,1.0
희생자,0.0,1.0,NEG,1.0
희소식,1.0,0.0,POS,1.0
히스테리,0.0,1.0,NEG,1.0
힘,0.857142857,0.14285714300000002,POS,0.857142857
힘겹,0.0,1.0,NEG,1.0
힘들,0.25,0.75,NEG,0.75
힘차,0.0,1.0,NEG,1.0
